id;title;title_en;title_jp;title_alias;type;source;num_episodes;status;duration;rating;score;scored_by;score_rank;popularity_rank;members;favorites;season;year;producers;licensors;studios;genres;explicit_genres;themes;target_audience;image_link;airing_date;end_date;full_airing_date;broadcast_day
4437;Naruto: Shippuuden Movie 2 - Kizuna;Naruto: Shippuden the Movie 2 -Bonds-;劇場版NARUTO-ナルト- 疾風伝 絆;Naruto Movie 5, Naruto Shippuuden Movie 2, Naruto Shippuuden: Bonds;Movie;Manga;1;Finished Airing;1 hr 32 min;PG-13 - Teens 13 or older;7.28;141905;2599;848;245423;233;;;TV Tokyo, Aniplex, Dentsu, Bandai, Toho, Studio Jack;VIZ Media;Pierrot;Action, Adventure, Fantasy;;;Shounen;https://cdn.myanimelist.net/images/anime/3/17830.jpg;2008-08-02;;Aug 2, 2008;
4443;Duel Masters Charge;;デュエル・マスターズ　チャージ;;TV;Original;52;Finished Airing;21 min per ep;PG-13 - Teens 13 or older;6.15;2491;8374;7611;5097;3;spring;2004;Shogakukan-Shueisha Productions;;Studio Hibari;Action, Adventure, Comedy;;;Kids;https://cdn.myanimelist.net/images/anime/1914/105188.jpg;2004-04-19;2006-03-27;Apr 19, 2004 to Mar 27, 2006;
4447;Detective Conan Movie 12: Full Score of Fear;;名探偵コナン 戦慄の楽譜（フルスコア）;Meitantei Conan: Senritsu no Gakufu [Full Score], Detective Conan 2008, Detective Conan movie 12;Movie;Manga;1;Finished Airing;1 hr 56 min;PG-13 - Teens 13 or older;7.79;25422;923;2962;43860;19;;;Shogakukan-Shueisha Productions, Tokyo Movie Shinsha, Big Bang;;TMS Entertainment;Adventure, Comedy, Mystery;;Detective;Shounen;https://cdn.myanimelist.net/images/anime/6/22766.jpg;2008-04-19;;Apr 19, 2008;
4450;Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza;Chrono Crusade: Azmaria's Lessons;クロノクルセイド　アズでもわかるクロノクルセイド講座;Chrno Crusade: Az no Hoshuu Jugyou;Special;Manga;11;Finished Airing;3 min per ep;PG-13 - Teens 13 or older;6.51;3584;6414;5662;10454;10;;;;ADV Films, Funimation;Gonzo;Adventure, Comedy, Supernatural;;Historical, Mythology;;https://cdn.myanimelist.net/images/anime/11/10060.jpg;2004-05-28;2005-03-25;May 28, 2004 to Mar 25, 2005;
4454;Macross F: Close Encounter - Deculture Edition;;マクロスＦ　第1話「クロース・エンカウンター」Deculture edition;Macross Frontier: Close Encounter - Deculture Edition;Special;Original;1;Finished Airing;27 min;PG-13 - Teens 13 or older;7.68;5619;1162;5310;12338;7;;;;;Satelight;Action, Sci-Fi;;Mecha, Military, Music, Space;;https://cdn.myanimelist.net/images/anime/4/8507.jpg;2007-12-23;;Dec 23, 2007;
4460;Kikumana;;キクマナ;;ONA;Original;1;Finished Airing;6 min;PG-13 - Teens 13 or older;5.68;4325;10631;6147;8637;9;;;;;Studio Rikka;Avant Garde;;Psychological;;https://cdn.myanimelist.net/images/anime/7/79930.jpg;2001-07-14;;Jul 14, 2001;
4469;.hack//G.U. Trilogy: Parody Mode;.hack//G.U. Trilogy: Parody Mode;.hack//G.U. Trilogy;;Special;Game;1;Finished Airing;6 min;PG-13 - Teens 13 or older;6.38;4079;7161;5659;10466;10;;;Bandai Visual;;;Comedy, Fantasy, Sci-Fi;;Parody, Video Game;;https://cdn.myanimelist.net/images/anime/10/8661.jpg;2008-03-25;;Mar 25, 2008;
4472;Lucky☆Star: Original na Visual to Animation;Lucky☆Star OVA;らき☆すた OVA（オリジナルなビジュアルとアニメーション）;Lucky Star OVA;OVA;4-koma manga;1;Finished Airing;42 min;PG-13 - Teens 13 or older;7.8;74699;891;1514;127182;200;;;Kadokawa Shoten, Movic, KlockWorx;Funimation, Bandai Entertainment;Kyoto Animation;Comedy;;CGDCT, School;;https://cdn.myanimelist.net/images/anime/1475/99189.jpg;2008-09-26;;Sep 26, 2008;
4477;Nodame Cantabile: Paris-hen;;のだめカンタービレ 巴里編;Nodame Cantabile Paris Chapter, Nodame Cantabile Pari-hen;TV;Manga;11;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;8.14;72626;404;1592;119229;279;fall;2008;Dentsu, Genco, SKY Perfect Well Think, Kodansha, Fuji TV, Asmik Ace, Sony Music Entertainment;;J.C.Staff;Comedy, Romance;;Adult Cast, Music;Josei;https://cdn.myanimelist.net/images/anime/4/11918.jpg;2008-10-10;2008-12-19;Oct 10, 2008 to Dec 19, 2008;Fridays
4483;Mahoutsukai ni Taisetsu na Koto: Natsu no Sora;Someday's Dreamers II: Sora;魔法遣いに大切なこと ～夏のソラ～;Someday's Dreamers: Summer Skies;TV;Manga;12;Finished Airing;23 min per ep;G - All Ages;7.25;6759;2736;3894;25774;64;summer;2008;Geneon Universal Entertainment, TV Asahi;Sentai Filmworks;Hal Film Maker;Drama, Romance, Slice of Life;;Iyashikei;Shounen;https://cdn.myanimelist.net/images/anime/10/50399.jpg;2008-07-03;2008-09-25;Jul 3, 2008 to Sep 25, 2008;
4502;Stringendo+Accelerando Ultimatum Sera;;ストリンジェンド & アッチェレランド ULTIMATUM ～SERA～;;OVA;Manga;3;Finished Airing;28 min per ep;Rx - Hentai;7.19;5915;;4968;14540;63;;;Pink Pineapple;;Maboroshi Koubou;Hentai;;;;https://cdn.myanimelist.net/images/anime/1590/116044.jpg;2008-05-23;2008-10-31;May 23, 2008 to Oct 31, 2008;
4503;Choujikuu Kidan Southern Cross;Robotech Masters;超時空騎団サザンクロス;Super Dimensional Cavalry Southern Cross, Super Dimension Cavalry Southern Cross, Southern Cross;TV;Original;23;Finished Airing;23 min per ep;R+ - Mild Nudity;6.56;3069;6132;6525;7421;16;spring;1984;Big West, Harmony Gold;ADV Films;Tatsunoko Production, Studio World;Action, Drama, Sci-Fi;;Mecha;;https://cdn.myanimelist.net/images/anime/1564/96451.jpg;1984-04-15;1984-09-30;Apr 15, 1984 to Sep 30, 1984;
4508;D.C.S.S: Da Capo Second Season Omake;D.C.S.S: Da Capo Second Season Omake;D.C. ～ダ・カーポ～ セコンドシースン Omake;D.C.S.G. Omake, Da Capo 2nd Season Omake;Special;Visual novel;2;Finished Airing;7 min per ep;PG-13 - Teens 13 or older;6.55;1972;6156;6817;6673;3;;;;;feel.;Comedy, Romance;;Harem;;https://cdn.myanimelist.net/images/anime/9/8620.jpg;2005-10-05;2006-04-05;Oct 5, 2005 to Apr 5, 2006;
4513;Hakujaden;Panda and the Magic Serpent;白蛇伝;The White Snake Enchantress, The Great White Snake, Legend of the White Serpent, Legend of the White Snake;Movie;Other;1;Finished Airing;1 hr 19 min;G - All Ages;6.09;2057;8719;7510;5228;6;;;;;Toei Animation;Adventure, Fantasy, Romance;;Historical;;https://cdn.myanimelist.net/images/anime/1136/100516.jpg;1958-10-22;;Oct 22, 1958;
4535;Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life;;Candy boy -Nonchalant talk of the certain twin sisters in daily life-;CB;ONA;Original;7;Finished Airing;14 min per ep;PG-13 - Teens 13 or older;6.79;33341;4910;2243;71721;339;;;Half H.P Studio;;AIC;Girls Love, Romance;;Love Polygon, School;;https://cdn.myanimelist.net/images/anime/10/13663.jpg;2008-05-02;2009-05-08;May 2, 2008 to May 8, 2009;
4540;Gundam: Mission to the Rise;Gundam: Mission To The Rise;GUNDAM Mission to the Rise;GUNDAM Mission to the Rise;Special;Original;1;Finished Airing;2 min;PG-13 - Teens 13 or older;5.56;1892;11066;7603;5109;3;;;;;Sunrise;Action, Sci-Fi;;Mecha;;https://cdn.myanimelist.net/images/anime/6/8685.jpg;1998-08-01;;Aug 1, 1998;
4548;Yozakura Quartet;;夜桜四重奏 ～ヨザクラカルテット～;Yozakura Shijuusou, Quartet of Cherry Blossoms in the Night;TV;Manga;12;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.8;34585;4881;1365;146092;219;fall;2008;TBS;Sentai Filmworks;Nomad;Action, Comedy, Supernatural;;Super Power;Shounen;https://cdn.myanimelist.net/images/anime/11/74266.jpg;2008-10-03;2008-12-19;Oct 3, 2008 to Dec 19, 2008;Fridays
4549;Hokuto no Ken: Raoh Gaiden Ten no Haoh;Legends of the Dark King: A Fist of the North Star Story;北斗の拳 ラオウ外伝 天の覇王;Ten no Haou: Hokuto no Ken Raou Gaiden;TV;Manga;13;Finished Airing;24 min per ep;R - 17+ (violence & profanity);7.11;4531;3474;5392;11778;26;fall;2008;Showgate, Index;Sentai Filmworks;Satelight;Action, Drama;;Martial Arts;;https://cdn.myanimelist.net/images/anime/4/18181.jpg;2008-10-03;2008-12-26;Oct 3, 2008 to Dec 26, 2008;Fridays
4550;Hyakko;;ヒャッコ;;TV;Manga;13;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.24;19698;2794;2985;43339;107;fall;2008;Flex Comix;Nozomi Entertainment;Nippon Animation;Comedy, Slice of Life;;CGDCT, School;;https://cdn.myanimelist.net/images/anime/3/21685.jpg;2008-10-02;2008-12-25;Oct 2, 2008 to Dec 25, 2008;Thursdays
4551;Hakushaku to Yousei;Earl and Fairy;伯爵と妖精;Hakushaku to Yosei, Count and Fairy;TV;Light novel;12;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;7.21;53470;2942;1607;118034;537;fall;2008;;Discotek Media;Artland;Adventure, Fantasy, Romance;;Historical, Mythology;Shoujo;https://cdn.myanimelist.net/images/anime/13/21898.jpg;2008-09-29;2008-12-24;Sep 29, 2008 to Dec 24, 2008;
4565;Tengen Toppa Gurren Lagann Movie 2: Lagann-hen;Gurren Lagann The Movie: The Lights in the Sky are Stars;劇場版 天元突破グレンラガン 螺巌篇;Tengen Toppa Gurren Lagann Movie 2;Movie;Original;1;Finished Airing;2 hr 5 min;R+ - Mild Nudity;8.57;93889;90;1036;200206;909;;;Aniplex;Aniplex of America;Gainax;Action, Sci-Fi;;Mecha, Space, Super Power;;https://cdn.myanimelist.net/images/anime/12/19698.jpg;2009-04-22;;Apr 22, 2009;
4581;Shikabane Hime: Aka;Corpse Princess: Aka;屍姫 赫;Shikabane Hime Aka;TV;Manga;13;Finished Airing;24 min per ep;R - 17+ (violence & profanity);7.2;43680;3035;1609;117800;227;fall;2008;Square Enix, Starchild Records;Funimation;Gainax, feel.;Action, Horror, Supernatural;;;Shounen;https://cdn.myanimelist.net/images/anime/10/20544.jpg;2008-10-02;2008-12-25;Oct 2, 2008 to Dec 25, 2008;
4590;Soukan Yuugi;Sexual Pursuit;相姦遊戯;;OVA;Visual novel;2;Finished Airing;27 min per ep;Rx - Hentai;6.72;3603;;6207;8401;47;;;Digital Works;Media Blasters;Y.O.U.C;Hentai;;;;https://cdn.myanimelist.net/images/anime/8/41621.jpg;2007-08-10;2007-11-09;Aug 10, 2007 to Nov 9, 2007;
4596;Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion;;コードギアス 反逆のルルーシュ SPECIAL EDITION BLACK REBELLION;Code Geass: Lelouch of the Rebellion Special Edition Black Rebellion;OVA;Original;1;Finished Airing;1 hr 57 min;R - 17+ (violence & profanity);7.58;14476;1428;3124;39843;51;;;Bandai Visual, Mainichi Broadcasting System;;Sunrise;Action;;Mecha, Military, School, Super Power;;https://cdn.myanimelist.net/images/anime/6/23532.jpg;2008-02-22;;Feb 22, 2008;
4600;Aneki... My Sweet Elder Sister The Animation;Aneki... My Sweet Elder Sister: The Animation;あねき… MY SWEET ELDER SISTER THE ANIMATION;;OVA;Manga;4;Finished Airing;30 min per ep;Rx - Hentai;6.74;5280;;5137;13391;86;;;Pink Pineapple;;T-Rex, Office Takeout;Hentai;;;;https://cdn.myanimelist.net/images/anime/1197/103810.jpg;2007-09-28;2011-07-29;Sep 28, 2007 to Jul 29, 2011;
4607;Tsuma to Mama to Boin;Cantaloupe Collector;妻とママとボイン;;OVA;Visual novel;2;Finished Airing;26 min per ep;Rx - Hentai;6.65;2848;;6449;7645;25;;;Milky Animation Label, MS Pictures;Kitty Media;Flavors Soft;Hentai;;;;https://cdn.myanimelist.net/images/anime/12/85915.jpg;2007-01-25;2007-07-25;Jan 25, 2007 to Jul 25, 2007;
4618;RideBack;Ride Back;ライドバック;;TV;Manga;12;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.27;20487;2677;2872;45951;124;winter;2009;Geneon Universal Entertainment;Funimation;Madhouse;Action, Drama, Sci-Fi;;Mecha, School;;https://cdn.myanimelist.net/images/anime/9/21745.jpg;2009-01-12;2009-03-30;Jan 12, 2009 to Mar 30, 2009;Mondays
4639;Gosenzo-sama Banbanzai!;Long Life To The Ancestors;御先祖様万々歳!;Gosenzosama Banbanzai!;OVA;Original;6;Finished Airing;30 min per ep;R - 17+ (violence & profanity);7.24;2139;2817;6321;8010;106;;;;;Pierrot;Avant Garde, Comedy, Drama, Sci-Fi;;Psychological;;https://cdn.myanimelist.net/images/anime/8/19785.jpg;1989-08-05;1990-01-25;Aug 5, 1989 to Jan 25, 1990;
4646;Cobra The Animation: The Psycho-Gun;;COBRA THE ANIMATION ザ・サイコガン;Cobra the Space Pirate, Space Adventure Cobra OVA, Cobra The Animation: The Psychogun;OVA;Manga;4;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;6.85;2291;4617;7458;5293;9;;;;Sentai Filmworks;Magic Bus;Action, Adventure, Sci-Fi;;Adult Cast, Mecha, Space;;https://cdn.myanimelist.net/images/anime/1592/96818.jpg;2008-08-29;2009-02-27;Aug 29, 2008 to Feb 27, 2009;
4650;Seihou Bukyou Outlaw Star Pilot;Outlaw Star;星方武侠アウトロースター パイロット版;Future Hero Next Generation Outlaw Star Pilot;Special;Manga;1;Finished Airing;1 min;R+ - Mild Nudity;6.91;2456;4359;6866;6520;11;;;Sotsu, Victor Entertainment;;Sunrise;Action, Sci-Fi;;Space;;https://cdn.myanimelist.net/images/anime/5/23684.jpg;2006-09-22;;Sep 22, 2006;
4654;Toaru Majutsu no Index;A Certain Magical Index;とある魔術の禁書目録;Toaru Majutsu no Kinsho Mokuroku;TV;Light novel;24;Finished Airing;23 min per ep;R - 17+ (violence & profanity);7.37;368249;2197;207;761612;5343;fall;2008;Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Kadokawa Contents Gate;Funimation;J.C.Staff;Action, Sci-Fi;;Super Power;;https://cdn.myanimelist.net/images/anime/2/75533.jpg;2008-10-05;2009-03-19;Oct 5, 2008 to Mar 19, 2009;Sundays
4657;Arad Senki: Slap Up Party;;アラド戦記 ～スラップアップパーティー～;Slap Up Party Arad Senki, Dungeon & Fighter - The Animation, Dungeon & Fighter - Arad Senki;TV;Game;26;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;6.71;5974;5326;4789;16058;33;spring;2009;Studio Mausu, Sotsu Music Publishing;;Gonzo;Action, Adventure, Comedy, Fantasy;;;;https://cdn.myanimelist.net/images/anime/9/20760.jpg;2009-04-04;2009-09-26;Apr 4, 2009 to Sep 26, 2009;Saturdays
4662;Neo Angelique Abyss: Second Age;;ネオアンジェリーク Abyss -Second Age-;;TV;Visual novel;13;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;7.0;8558;3997;4413;19580;39;summer;2008;;Sentai Filmworks;Yumeta Company;Adventure, Fantasy;;Reverse Harem;Shoujo;https://cdn.myanimelist.net/images/anime/8/27592.jpg;2008-07-07;2008-09-29;Jul 7, 2008 to Sep 29, 2008;
4664;Rurouni Kenshin: Special Techniques;;るろうに剣心－明治剣客浪漫譚－;Rurouni Kenshin: Meiji Kenkaku Romantan - Special Techniques;Special;Manga;1;Finished Airing;25 min;PG-13 - Teens 13 or older;7.2;3876;3030;5435;11572;7;;;;;Gallop, Studio Deen;Action, Comedy;;Samurai;;https://cdn.myanimelist.net/images/anime/4/8997.jpg;1997-10-21;;Oct 21, 1997;
4672;Koukaku Kidoutai 2.0;Ghost in the Shell 2.0;攻殻機動隊2.0;GitS 2.0, Ghost in the Shell 2.0;Movie;Manga;1;Finished Airing;1 hr 23 min;R+ - Mild Nudity;7.98;38198;607;2029;84991;232;;;Bandai Visual, Kodansha;Manga Entertainment;Production I.G;Action, Sci-Fi;;Adult Cast, Detective, Mecha, Psychological;Seinen;https://cdn.myanimelist.net/images/anime/3/75608.jpg;2008-07-12;;Jul 12, 2008;
4690;Cyborg 009 (1979);Cyborg 009;サイボーグ009;Cyborg 009 (TV 2);TV;Manga;50;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.2;2962;2997;5882;9570;29;spring;1979;;;Toei Animation;Action, Adventure, Sci-Fi;;Mecha;Shounen;https://cdn.myanimelist.net/images/anime/12/56741.jpg;1979-03-06;1980-03-25;Mar 6, 1979 to Mar 25, 1980;
4698;Jokei Kazoku: Inbou;The Immorals;女系家族 ～淫謀～;Jokei Kazoku ~Inbou~, Feminine Family;OVA;Visual novel;2;Finished Airing;29 min per ep;Rx - Hentai;6.51;2002;;7485;5253;9;;;Milky Animation Label, MS Pictures;Kitty Media;T-Rex;Hentai;;;;https://cdn.myanimelist.net/images/anime/7/85853.jpg;2006-08-25;2006-10-25;Aug 25, 2006 to Oct 25, 2006;
4701;Yama Hime no Mi;;山姫の実;Yamahime no Jitsu, Yama Hime no Sane;OVA;Manga;3;Finished Airing;25 min per ep;Rx - Hentai;6.15;1890;;7577;5141;34;;;Milky Animation Label, MS Pictures;;Schoolzone;Hentai;;;;https://cdn.myanimelist.net/images/anime/8/29254.jpg;2007-10-26;2010-10-15;Oct 26, 2007 to Oct 15, 2010;
4705;Tengen Toppa Gurren Lagann: Parallel Works;;グレンラガン パラレルワークス;Tengen Toppa Gurren-Lagann Music Clip Project;Music;Original;8;Finished Airing;3 min per ep;PG-13 - Teens 13 or older;7.09;16487;3586;3450;32858;21;;;Aniplex;;Gainax;;;Music;;https://cdn.myanimelist.net/images/anime/5/10986.jpg;2008-06-15;2008-09-14;Jun 15, 2008 to Sep 14, 2008;
4712;Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!;;デジモンセイバーズ 特典映像 アグモン！ガオモン！ララモン！爆裂！場外ラストバトル！;Digimon Savers Special: Agumon! Gaomon! Lalamon! Explosion! The Last Battle Off-screen;Special;Original;1;Finished Airing;23 min;PG - Children;6.54;2681;6255;6577;7269;3;;;;;Toei Animation;Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural;;;;https://cdn.myanimelist.net/images/anime/3/61029.jpg;2007-08-24;;Aug 24, 2007;
4713;Heart no Kuni no Alice: Wonderful Wonder World;;劇場版ハートの国のアリス～Wonderful Wonder World～;Gekijouban Heart no Kuni no Alice: Wonderful Wonder World, Alice in the Country of Hearts;Movie;Visual novel;1;Finished Airing;1 hr 24 min;PG-13 - Teens 13 or older;6.04;10577;8995;3583;30585;104;;;;;Asahi Production;Fantasy, Romance;;Reverse Harem;Shoujo;https://cdn.myanimelist.net/images/anime/10/28748.jpg;2011-07-30;;Jul 30, 2011;
4714;The Rapeman;The Rapeman;レイプマン アニメ・バージョン;;OVA;Manga;2;Finished Airing;23 min per ep;Rx - Hentai;6.27;3040;;6624;7134;93;;;Pink Pineapple;;TEC;Hentai;;;;https://cdn.myanimelist.net/images/anime/1535/116073.jpg;1994-10-28;;Oct 28, 1994;
4715;Shigofumi: Sore kara;Shigofumi: Letters from the Departed Special;シゴフミ ソレカラ;Shigofumi ~Stories of Last Letter~ Special, Shigofumi OVA, Shigofumi Episode 13;Special;Original;1;Finished Airing;23 min;PG-13 - Teens 13 or older;7.33;9512;2348;4717;16717;3;;;Bandai Visual, Genco, Lantis, Rakuonsha;Sentai Filmworks;J.C.Staff;Drama, Fantasy, Suspense;;Psychological;;https://cdn.myanimelist.net/images/anime/11/9064.jpg;2008-09-26;;Sep 26, 2008;
4718;AIKa: Special Trial;;AIKa Special TRIAL;Agent Aika Special, Agent Aika Episode 4.5, Agent Aika Moving Out;OVA;Original;1;Finished Airing;12 min;R+ - Mild Nudity;5.62;3152;10838;6560;7313;2;;;;Bandai Entertainment;Studio Fantasia;Ecchi;;;;https://cdn.myanimelist.net/images/anime/3/82431.jpg;1998-05-25;;May 25, 1998;
4719;Queen's Blade: Rurou no Senshi;Queen's Blade: The Exiled Virgin;クイーンズブレイド 流浪の戦士;Queen's Blade, Sentou Kyoukain Alain;TV;Other;12;Finished Airing;24 min per ep;R+ - Mild Nudity;6.14;35007;8451;1922;92342;181;spring;2009;Genco, Media Factory, AT-X, Magic Capsule, Hobby Japan, Toranoana;Media Blasters;Arms;Action, Adventure, Fantasy, Ecchi;;;;https://cdn.myanimelist.net/images/anime/2/12410.jpg;2009-04-02;2009-06-18;Apr 2, 2009 to Jun 18, 2009;
4720;White Album;White Album;ホワイトアルバム;W.A.;TV;Visual novel;13;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;6.5;35253;6489;1653;114128;193;winter;2009;;;Seven Arcs;Drama, Romance;;Harem, Idols (Female), Music;;https://cdn.myanimelist.net/images/anime/12/43537.jpg;2009-01-04;2009-03-29;Jan 4, 2009 to Mar 29, 2009;Sundays
4722;Skip Beat!;Skip Beat!;スキップ・ビート！;;TV;Manga;25;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;8.09;134194;475;816;253772;5009;fall;2008;Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music;Pied Piper;Hal Film Maker;Comedy, Drama, Romance;;Love Polygon, Showbiz;Shoujo;https://cdn.myanimelist.net/images/anime/11/84022.jpg;2008-10-06;2009-03-30;Oct 6, 2008 to Mar 30, 2009;Mondays
4725;Ga-Rei: Zero;Ga-Rei-Zero;喰霊–零–;Garei: Zero;TV;Manga;12;Finished Airing;23 min per ep;R - 17+ (violence & profanity);7.59;93129;1389;907;228775;2824;fall;2008;AIC, Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx;Funimation;AIC Spirits, asread.;Action, Supernatural, Suspense;;Super Power;;https://cdn.myanimelist.net/images/anime/9/11355.jpg;2008-10-06;2008-12-22;Oct 6, 2008 to Dec 22, 2008;Mondays
4726;Druaga no Tou: The Sword of Uruk;Tower of Druaga: The Sword of Uruk;ドルアーガの塔 ～the Sword of URUK～;;TV;Game;12;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.2;37518;3002;2230;72270;83;winter;2009;Sotsu Music Publishing;Funimation;Gonzo;Adventure, Fantasy;;;;https://cdn.myanimelist.net/images/anime/9/75647.jpg;2009-01-09;2009-03-27;Jan 9, 2009 to Mar 27, 2009;Fridays
4730;Inyoku Tokkyuu Zetsurinou;Hentai Express;淫欲特急ゼツリンオー;Inyoku Tokkyu Zetu-Rinoh;OVA;Original;1;Finished Airing;23 min;Rx - Hentai;5.65;1481;;7619;5094;51;;;Schoolzone;Adult Source Media;;Hentai;;;;https://cdn.myanimelist.net/images/anime/11/9115.jpg;2007-08-31;;Aug 31, 2007;
4744;Akaneiro ni Somaru Saka;Akane Iro ni Somaru Saka;あかね色に染まる坂;Akasaka, The Hill Dyed Rose Madder, Akane-Iro ni Somaru Saka;TV;Visual novel;12;Finished Airing;25 min per ep;R+ - Mild Nudity;6.4;79427;7022;1359;146773;241;fall;2008;Marvelous, feng, Delfi Sound, Pony Canyon Enterprise;Sentai Filmworks;TNK;Comedy, Romance, Ecchi;;Harem, School;;https://cdn.myanimelist.net/images/anime/9/21525.jpg;2008-10-03;2008-12-19;Oct 3, 2008 to Dec 19, 2008;
4752;Vampire Knight Guilty;Vampire Knight Guilty;ヴァンパイア騎士〈ナイト〉Guilty;Vampire Kishi 2, Vampire Knight 2, Vampire Kishi Guilty;TV;Manga;13;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.11;215771;3497;570;350834;2525;fall;2008;TV Tokyo, Aniplex;VIZ Media;Studio Deen;Drama, Mystery, Romance, Supernatural;;Love Polygon, Vampire;Shoujo;https://cdn.myanimelist.net/images/anime/3/10075.jpg;2008-10-07;2008-12-30;Oct 7, 2008 to Dec 30, 2008;
